Model_ID,L11,L21,L12,L22,Sigma 11,Sigma 21,Sigma 12,Sigma 21,Alpha 11,Alpha 21,Alpha 12,Alpha 22,base intensity 1,base intensity 1,beta_1,beta_2,beta_3
8d0c909867,2.170216322,1.733305573,1.770455956,1.392724633,0.492832243,0.424018145,0.369983226,0.307908416,1.034829259,1.912300944,1.376855016,2.447783232,0.838993847,0.838993847,0.4,0.33,1
b7145168fb,1.732907891,1.732912064,1.73288238,1.732886553,0.543846428,0.50298655,0.413823724,0.374708086,1.370688438,2.014090061,1.556500077,2.259588242,0.74773109,0.74773109,0.4,0.33,1
d407051db8,2.176321268,1.732910514,1.788048983,1.40268147,0.492762297,0.424010307,0.369933456,0.307915717,1.020242095,1.860586762,1.334718585,2.35060358,0.839240849,0.839240849,0.4,0.33,1
1763e6857d,1.732968926,1.732799411,1.732884765,1.732715368,0.542292476,0.503266811,0.413105071,0.375744253,0.888563991,1.652810216,1.145272493,2.055724144,0.747737706,0.747737706,0.4,0.4,1
ff0e0cd62f,2.470287323,1.63029778,1.738188982,1.091934323,0.492597878,0.424075723,0.369878381,0.308062702,0.718585253,1.562040925,1.012871146,2.08434701,0.837986588,0.837986588,0.4,0.4,1
b4ba8436dd,1.7330724,1.732834816,1.733002782,1.732765079,0.542059124,0.503250837,0.412997454,0.375845671,0.872148573,1.628558755,1.115982652,2.013623714,0.74755615,0.74755615,0.4,0.4,1
c709f0b937,2.490665913,1.640472412,1.755334973,1.100065589,0.492522746,0.424060971,0.369815171,0.308056056,0.710983396,1.520052791,0.981391609,1.997094154,0.838190734,0.838190734,0.4,0.4,1
b640e35f60,1.7330724,1.732814312,1.73300612,1.732747793,0.542893648,0.503273189,0.413431674,0.375498056,1.063969612,1.798603654,1.288141727,2.126881599,0.747833848,0.747833848,0.4,0.37,1
d8cf62bab7,2.457228661,1.63344872,1.735963821,1.100085855,0.492712855,0.424074024,0.369915783,0.307997316,0.831475198,1.689100862,1.144286633,2.21615839,0.838153183,0.838153183,0.4,0.37,1
f88e4d4a42,1.733117938,1.732804775,1.732900381,1.732587218,0.542689383,0.503305078,0.413364679,0.375656158,1.041781187,1.771626711,1.273071289,2.112222672,0.747653186,0.747653186,0.4,0.37,1
2a1ded6da2,2.479166508,1.644518018,1.753264189,1.108116388,0.492636025,0.424059957,0.369855851,0.307995737,0.821458876,1.64232409,1.108913422,2.123747826,0.838365555,0.838365555,0.4,0.37,1
dc91352329,1.733234406,1.732788324,1.733233213,1.732787013,0.543903708,0.503342748,0.414006084,0.375164092,1.388392448,2.030968666,1.575111151,2.276645184,0.747961283,0.747961283,0.4,0.33,1
ae43e25298,2.433470011,1.639156938,1.733107448,1.115928411,0.492884487,0.424071193,0.369977772,0.307905167,1.029006124,1.898321509,1.366181016,2.426180601,0.838431716,0.838431716,0.4,0.33,1
10c5a0c5bf,1.733322382,1.732807636,1.733207703,1.732692838,0.543814778,0.503415465,0.413998246,0.375308663,1.370082378,2.014365911,1.55585885,2.259923458,0.747735202,0.747735202,0.4,0.33,1
5e9297208f,2.456889153,1.650096655,1.750873208,1.123352289,0.492806882,0.424056947,0.369919866,0.307906002,1.014754891,1.84539175,1.324275017,2.327270031,0.838635564,0.838635564,0.4,0.33,1
a84cf3733b,2.354361296,1.73308444,1.814231992,1.299380064,0.542232454,0.504457414,0.412947774,0.376766503,0.874823093,1.639283895,1.137611508,2.054205894,0.748199344,0.748199344,0.4,0.4,1
1338d2be84,2.606403828,1.544595838,1.608513117,0.87724179,0.492744118,0.424135715,0.369839907,0.307955056,0.715241551,1.55037868,1.004176855,2.062956095,0.83739543,0.83739543,0.4,0.4,1
b05d8452b1,2.370962143,1.733201265,1.807146192,1.282974601,0.542025506,0.504400611,0.412838191,0.376802772,0.856440067,1.609560132,1.109602928,2.0114851,0.747962356,0.747962356,0.4,0.4,1
cf00dc2531,2.605826855,1.535873055,1.604528308,0.869434714,0.492710084,0.424132586,0.369797707,0.307942837,0.708448529,1.506887794,0.972584426,1.971914768,0.837476313,0.837476313,0.4,0.4,1
e0acce1b5c,2.316186905,1.73298645,1.801522851,1.314852357,0.542815447,0.5043993,0.413324594,0.376525283,1.047135115,1.782945395,1.280243039,2.126262665,0.748280108,0.748280108,0.4,0.37,1
2d4e96ad95,2.600664139,1.546550035,1.602649212,0.877459347,0.492848039,0.424128741,0.369879305,0.307896465,0.827778578,1.676301241,1.135890484,2.194944859,0.837566674,0.837566674,0.4,0.37,1
c5ded6a286,2.332685947,1.733104229,1.794834375,1.298545241,0.542670906,0.504399538,0.413279682,0.376618713,1.023149371,1.751559019,1.265801311,2.110801697,0.748019874,0.748019874,0.4,0.37,1
468a5c1511,2.601517677,1.539079428,1.601678729,0.871675432,0.492804855,0.424122721,0.3698318,0.307884574,0.818075538,1.627915621,1.099707961,2.098672152,0.837661982,0.837661982,0.4,0.37,1
b457109499,2.253872395,1.732945919,1.781387806,1.3414675,0.543847322,0.504454255,0.413972408,0.376227587,1.364484668,2.014107943,1.563706517,2.278048515,0.748308778,0.748308778,0.4,0.33,1
e14b6a0e7f,2.589887857,1.549119353,1.593602419,0.878376424,0.493012458,0.424128979,0.369943619,0.307815373,1.023710132,1.883827329,1.356865406,2.405014038,0.837849855,0.837849855,0.4,0.33,1
ad66cac07a,2.267141104,1.733049393,1.774794102,1.326975346,0.543831408,0.504489124,0.413985014,0.376287639,1.346106529,1.996307611,1.545000434,2.260953665,0.748019814,0.748019814,0.4,0.33,1
2bdf0a4fc9,2.593285799,1.542895913,1.595793009,0.874203146,0.492968023,0.424123228,0.369896054,0.307804704,1.010074139,1.829231024,1.314767122,2.302698851,0.837943196,0.837943196,0.4,0.33,1
4e252edf21,1.733097553,1.732867956,1.733139396,1.732909679,0.443912238,0.536650538,0.482840091,0.575297475,0.649503529,1.219383001,0.966292858,1.732676268,1.051429629,1.051429629,0.4,0.4,1
ee286bdc95,2.052371502,1.90963614,1.866777182,1.732920408,0.453329861,0.53909415,0.469333768,0.555051625,0.413558364,0.920874715,0.747876167,1.555851221,1.071410418,1.071410418,0.4,0.4,1
4ba59dd611,1.733013391,1.732856035,1.732985854,1.732828498,0.443930238,0.536700487,0.482870907,0.575358868,0.627757013,1.188471913,0.961224377,1.732549548,1.051764727,1.051764727,0.4,0.4,1
1c15c717fb,2.101104021,1.931820631,1.890372157,1.732754111,0.453302532,0.539024711,0.469382733,0.55505842,0.409356177,0.922884583,0.742928803,1.56282115,1.071943879,1.071943879,0.4,0.4,1
ae19f38dee,1.732850194,1.732810855,1.732848167,1.732808828,0.444099218,0.536613882,0.482805252,0.575042307,0.773447633,1.371380448,1.097952247,1.873114109,1.051071048,1.051071048,0.4,0.37,1
f225891114,2.014246941,1.891743183,1.848430037,1.73287034,0.453295708,0.539052069,0.46936202,0.55507189,0.487913698,1.032398105,0.857282817,1.702758431,1.071655035,1.071655035,0.4,0.37,1
6b7e74d3dd,1.732943177,1.73276794,1.732952833,1.732777596,0.444149166,0.536697567,0.482839942,0.575109005,0.744299114,1.32781148,1.095348239,1.873325944,1.051450968,1.051450968,0.4,0.37,1
ac40b9a4c3,2.060230017,1.911750674,1.872003913,1.732854247,0.453267246,0.538982391,0.46941188,0.555080354,0.483226359,1.033661604,0.851758838,1.708422184,1.072191954,1.072191954,0.4,0.37,1
f8b0d347b7,1.733071804,1.732920885,1.733075023,1.732924104,0.444457352,0.536577821,0.482810378,0.574657261,1.015309572,1.653659582,1.32472074,2.100291014,1.050299406,1.050299406,0.4,0.33,1
65ac513b59,1.959751129,1.864918709,1.823179007,1.732903004,0.453271568,0.539001107,0.469438553,0.555121183,0.622079015,1.223111033,1.045911193,1.944151044,1.071952939,1.071952939,0.4,0.33,1
1adbbb9738,1.732803583,1.732856512,1.732800126,1.732853293,0.444514155,0.536678135,0.482834488,0.574723363,0.972566426,1.585309029,1.329103231,2.100347519,1.050770283,1.050770283,0.4,0.33,1
8eba674da7,2.000307798,1.883802533,1.842953682,1.732761145,0.453235507,0.538933098,0.469473779,0.555124342,0.615609884,1.220199108,1.038919449,1.945204496,1.072402954,1.072402954,0.4,0.33,1
4edb9159b9,1.733614087,1.73288691,1.733608365,1.732881188,0.443940103,0.536690772,0.482867509,0.575336277,0.649299979,1.219101191,0.966256797,1.732700109,1.051331401,1.051331401,0.4,0.4,1
658fa6358c,2.561297417,2.191065311,2.053250313,1.732872963,0.453440279,0.539331138,0.469198674,0.555043161,0.409017712,0.916325569,0.740417778,1.549451947,1.07166326,1.07166326,0.4,0.4,1
cac035a526,1.733472347,1.732869744,1.733401299,1.732798815,0.443935841,0.536723316,0.482877731,0.575382471,0.627903342,1.188510299,0.961452723,1.732628226,1.051619887,1.051619887,0.4,0.4,1
c2f831937b,2.630763531,2.219040394,2.086904287,1.732854724,0.453393668,0.539246798,0.469246238,0.555052996,0.404795855,0.918581724,0.735318601,1.556624413,1.072224259,1.072224259,0.4,0.4,1
041a15333d,1.73366785,1.732833028,1.733604074,1.732769251,0.444142103,0.536666155,0.482829213,0.575074613,0.774902523,1.373977542,1.097742438,1.873140335,1.050988793,1.050988793,0.4,0.37,1
cdb6b194a2,2.506715298,2.166908741,2.028686523,1.732936144,0.453411609,0.539292336,0.469231427,0.555065691,0.482882321,1.027960539,0.849460006,1.697021842,1.071863651,1.071863651,0.4,0.37,1
dd3d652c06,1.733274937,1.732973695,1.733153105,1.732851863,0.444146574,0.536694229,0.482850045,0.575118184,0.745483875,1.329381347,1.095651269,1.873342514,1.051318526,1.051318526,0.4,0.37,1
2a395dc1a6,2.570630312,2.191873074,2.060738564,1.732969522,0.45336318,0.53920269,0.469283521,0.55507648,0.478216469,1.029259086,0.843874753,1.702614069,1.072430491,1.072430491,0.4,0.37,1
ee3e30b153,1.733529568,1.732865453,1.733530879,1.732866764,0.444490939,0.536620975,0.482827038,0.574682772,1.016814709,1.655327797,1.325098395,2.100165129,1.050227165,1.050227165,0.4,0.33,1
7c7623dac4,2.401796341,2.116450071,1.984298468,1.732770205,0.453395337,0.539234519,0.469316185,0.555108428,0.616648614,1.21839118,1.038346052,1.939015746,1.072115541,1.072115541,0.4,0.33,1
4c660a1669,1.733272195,1.732993603,1.733142376,1.732863665,0.44448939,0.536655009,0.482848674,0.574738979,0.971303821,1.585080504,1.327624083,2.100283861,1.050524592,1.050524592,0.4,0.33,1
574d8c8630,1.654909968,1.980671167,1.660845995,1.987378836,0.663821757,0.881692171,0.192602649,0.473772705,2.099128246,2.310724974,2.146700859,2.361608505,0.813316345,0.813316345,0.4,0.3,1
8dd58fa9d8,1.951350808,2.683669806,2.076450109,2.834831715,0.765267611,0.911902845,0.23981443,0.500404179,2.244827747,2.561472893,2.148250341,2.455642223,0.712245524,0.712245524,0.4,0.3,1
ef07f824e4,1.7331779,1.728732586,1.732571721,1.72812748,0.647701859,0.618774474,0.585923731,0.555405617,2.081614256,2.310726404,2.066628218,2.294589758,0.457704425,0.457704425,0.4,0.3,1
d03698576c,2.036115885,2.064309835,1.91961813,1.946748972,0.499393016,0.21934171,0.794998527,0.522046804,2.21532464,2.564755201,1.88474524,2.197323084,0.433541656,0.433541656,0.4,0.3,1
b423b4a91d,1.242003441,1.838883281,1.65810585,2.378412485,0.527746975,0.781812787,0.181958437,0.416301399,3.365822077,3.465676785,3.50187397,3.604491234,0.799991131,0.799991131,0.4,0.2,1
1c143eb9bd,2.082918644,2.471624374,2.368108273,2.786478043,0.856226325,0.955763936,0.230271965,0.520463586,2.935539961,3.398753881,2.754922867,3.197722197,0.627005577,0.627005577,0.4,0.2,1
01d42ad86f,1.30761528,1.437554955,0.967371523,1.070300579,0.435031354,0.051642485,0.945793092,0.552352905,2.820652008,3.485305071,2.424601316,3.021102905,0.40359962,0.40359962,0.4,0.2,1
4da7b7bda6,2.169589281,2.243135452,1.788655519,1.853553295,0.926243007,0.974785686,0.300435901,0.569355845,2.575248957,3.307342768,2.112447023,2.745537043,0.381584495,0.381584495,0.4,0.2,1
7ca94ef7ae,0.354448974,0.5746907,0.273883611,0.481395543,0.477837741,0.68789345,0.285622537,0.490565091,0.563384712,0.563857198,0.480221719,0.480701298,0.559282839,0.559282839,0.4,0.2,1
9d21339f99,0.703811109,0.642884612,0.833948851,0.79187578,0.828295946,0.62308681,0.51107794,0.263742149,0.325789094,0.78325671,0.517511487,0.889152586,0.490359187,0.490359187,0.4,0.2,1
1b783115e2,0.455113769,0.094729826,0.618155181,0.1686185,0.669525266,0.157513738,0.645047903,0.143620223,0.209622398,0.764270604,0.196995392,0.749933958,0.333265036,0.333265036,0.4,0.2,1
e6f79caae0,0.877177775,0.461103112,0.872999191,0.451618433,0.548779488,0.116833761,0.640762389,0.162488684,0.433557153,0.843637645,0.317664295,0.766449809,0.292323947,0.292323947,0.4,0.2,1
2d811a3e65,0.530525208,0.22978197,0.706630111,0.388713628,0.568453133,0.407020986,0.350568324,0.219534904,0.304749757,0.610242844,0.420799345,0.721842766,0.375288516,0.375288516,0.4,0.2,1
dd346353db,0.360617548,0.13952291,0.507395089,0.228466466,0.435502172,0.250312656,0.40346092,0.226431161,0.210132539,0.586518347,0.223525971,0.605511129,0.34587121,0.34587121,0.4,0.2,1
6daeba0ee4,0.354448974,0.5746907,0.273883611,0.481395543,0.477837741,0.68789345,0.285622537,0.490565091,0.563384712,0.563857198,0.480221719,0.480701298,0.559282839,0.559282839,0.4,0.2,1
53eccc4ca9,0.703811109,0.642884612,0.833948851,0.79187578,0.828295946,0.62308681,0.51107794,0.263742149,0.325789094,0.78325671,0.517511487,0.889152586,0.490359187,0.490359187,0.4,0.2,1
c4ed7805a4,0.525078297,0.221201599,0.713646352,0.390332371,0.385775059,0.364511192,0.605644882,0.583780348,0.474788338,0.494051307,0.566194594,0.708462119,1,1,0.4,0.2,1
b3e74b9051,0.349396527,0.135383949,0.491820365,0.220080137,0.392023623,0.29382351,0.700379848,0.601336062,0.408743799,0.614113271,0.378597796,0.595699906,1,1,0.4,0.2,1
81b52f7d2a,0.350723356,0.57638073,0.263720214,0.474290878,0.486058414,0.417500228,0.58487159,0.516379535,0.700966299,0.480522275,0.48432368,0.290461957,1,1,0.4,0.2,1
b8368ef6ae,0.732844889,0.613710284,0.821425498,0.727081537,0.419381827,0.074751608,0.540060937,0.116089746,0.865752518,0.952698469,0.878865719,0.963308632,1,1,0.4,0.2,1
c7f5bd5c8c,0.456808031,0.505866528,0.398447037,0.446388513,0.510752618,0.562654853,0.192929998,0.227557212,0.435179651,0.560554922,0.33937782,0.459612042,1,1,0.4,0.2,1
c318185bbd,0.609224856,0.289378941,0.452704847,0.177671269,0.351881981,0.186799631,0.528904498,0.322039008,0.432049006,0.672954619,0.172226444,0.360117406,1,1,0.4,0.2,1
ac187b8073,0.223093987,0.129872963,0.204778358,0.118047759,0.856012225,0.900147915,0.336518526,0.434740931,0.208812684,0.584268868,0.122443557,0.426273614,1,1,0.4,0.2,1
641dda5509,0.147256702,0.113784321,0.188183248,0.147011802,0.846568286,0.883968294,0.439140379,0.519482911,0.196118504,0.42033112,0.197493434,0.422451943,1,1,0.4,0.2,1
57ca4368e4,0.536773384,0.291823477,0.56933707,0.319785655,0.359061539,0.385921538,0.591319978,0.618780613,0.419136763,0.411330312,0.547296822,0.539319694,1,1,0.4,0.2,1
bba90945fc,0.515731454,0.195960239,0.557524621,0.223816633,0.395847023,0.26859355,0.640793145,0.499959409,0.367744297,0.795956075,0.558234274,0.894458473,1,1,0.4,0.2,1
02edab3045,0.192130476,0.482619703,0.206146225,0.504590631,0.493826151,0.468711585,0.556135356,0.531177342,0.399032384,0.170615241,0.853260517,0.643051028,1,1,0.4,0.2,1
13ca734cae,0.665994167,0.809880495,0.617807984,0.775453687,0.345903307,0.090539522,0.858381093,0.53293705,0.481733412,0.63716805,0.143618017,0.240604758,1,1,0.4,0.2,1
8b2a7540c2,0.475156128,0.56170851,0.202800676,0.318706125,0.342532784,0.2646074,0.366216898,0.285241038,0.101632513,0.109256133,0.097110942,0.08004535,1,1,0.4,0.2,1
1bbf1fe2b2,0.431309432,0.076642051,0.271369815,0.04257267,0.293871254,0.165927321,0.406164736,0.246390209,0.193622574,0.55267626,0.145778403,0.330413669,1,1,0.4,0.2,1
8bbc71ba5d,0.81346035,0.852298915,0.191510379,0.227916032,0.863343418,0.72682786,0.701755464,0.562531471,0.025232026,0.035242129,0.122484259,0.150980324,"tensor([ 0.1112, -0.2232,  0.5412,  0.2140,  0.1182,  0.1204, -0.3786,  0.3928,
         0.0964,  0.2965, -0.3383, -0.6363, -0.2890, -0.3704, -0.2381, -0.0694],
       device='cuda:0', grad_fn=<EmbeddingBackward>)","tensor([ 0.1112, -0.2232,  0.5412,  0.2140,  0.1182,  0.1204, -0.3786,  0.3928,
         0.0964,  0.2965, -0.3383, -0.6363, -0.2890, -0.3704, -0.2381, -0.0694],
       device='cuda:0', grad_fn=<EmbeddingBackward>)",0.4,0.2,1
61f704335f,0.344828099,0.081857502,0.128771618,0.043371513,0.907760561,0.69870019,0.877761185,0.85548228,0.006975581,0.017162096,0.00938655,0.015447279,"tensor([ 0.4589, -0.4005,  0.7386,  0.0448, -0.0037,  0.2718, -0.1983,  0.5353,
         0.1825,  0.2126, -0.2497, -0.7350, -0.4603, -0.5872, -0.0420,  0.0083],
       device='cuda:0', grad_fn=<EmbeddingBackward>)","tensor([ 0.4589, -0.4005,  0.7386,  0.0448, -0.0037,  0.2718, -0.1983,  0.5353,
         0.1825,  0.2126, -0.2497, -0.7350, -0.4603, -0.5872, -0.0420,  0.0083],
       device='cuda:0', grad_fn=<EmbeddingBackward>)",0.4,0.2,1
b74c8d4481,0.190532535,0.028184772,0.113719366,0.013365814,0.716996074,0.148194566,0.506438196,0.197805941,0.076086663,0.471300513,0.093436867,0.375278115,1,2,0.4,0.2,1
071ee9d25d,0.922520697,0.99499929,0.721641481,0.988470674,0.466148287,0.394913822,0.160438597,0.48010239,0.440516889,0.681355059,0.453651994,0.467464477,1,2,0.4,0.2,1
94336cc584,0.751085579,0.960444331,0.225021422,0.976143599,0.653952956,0.065477125,0.266801924,0.028123472,0.522518098,0.76253885,0.203047007,0.282768399,1,2,0.4,0.2,1
c9e6d5b889,0.459768146,0.008237703,0.717651606,0.003591814,0.305644453,0.098456815,0.146918684,0.170582384,0.073889345,0.302976817,0.026729483,0.091847539,1,2,0.4,0.2,1
2dc4965c8d,0.648416281,0.185458079,0.223229498,0.151718944,0.347925574,0.106169581,0.001044119,0.00038855,0.639938653,0.8006109,0.749998152,0.876332998,1,2,0.4,0.2,1
9b4e137f66,0.553683579,0.34383294,0.496610641,0.505317748,0.508611321,0.310399354,0.497762382,0.441627294,0.555327713,0.536466777,0.55515033,0.531484663,1,2,0.4,0.2,1
24ee4b193e,0.544733822,0.446010232,0.527756274,0.531553984,0.471610159,0.383613765,0.493513763,0.467583805,0.561951756,0.467004061,0.565929055,0.530285418,1,2,0.4,0.2,1
1a48070fe7,0.164450169,0.940975666,0.125583619,0.940014124,0.219829232,0.775871396,0.235300243,0.772108316,0.662665188,0.316906124,0.663180947,0.434608757,1,2,0.4,0.2,1
86869590cc,0.593762338,0.705814719,0.468463123,0.5912866,0.433763772,0.206571877,0.713562131,0.458481967,0.358683735,0.449552685,0.268835872,0.349341869,1,2,0.4,0.2,1
d9f863c082,0.216354936,0.037906684,0.134850591,0.019775234,0.005202952,0.021779679,0.007640395,0.031344924,0.957531631,0.923866928,0.907900453,0.845435083,1,2,0.4,0.2,1
66ac3be10b,0.519809246,0.049128965,0.231372863,0.014241591,0.000600144,0.005175405,0.001514997,0.012974185,0.906421065,0.898599327,0.838612676,0.831287086,1,2,0.4,0.2,1
b227f3bbee,0.243650213,0.249505371,0.148319557,0.208880723,0.032685857,0.013345161,0.027109474,0.011030775,0.974295914,0.988339901,0.975684881,0.98846662,1,2,0.4,0.2,1
d85b40a217,0.827951074,0.28108418,0.458220005,0.261035115,0.000696019,0.002180225,0.00050752,0.002196243,0.09607064,0.704899967,0.111021161,0.725082695,1,2,0.4,0.2,1
b75409532d,0.672292531,0.797146618,0.200454786,0.863155603,0.567036092,0.103813201,0.37241751,0.071722724,0.226012409,0.91666013,0.080443211,0.836322069,1,2,0.4,0.2,1
1d4902261f,0.9861238,0.05972686,0.562773228,0.012743839,0.998964787,0.209659845,0.996218503,0.239714652,0.000223886,0.568204403,0.000358805,0.441663295,1,2,0.4,0.2,1
5c9709feb1,0.395717084,0.816814959,0.424260736,0.810369968,0.186310843,0.097067453,0.133622527,0.074925989,0.619785726,0.469436049,0.505478323,0.359039783,1,2,0.4,0.2,1
52b7fe1dcf,0.99262321,0.369029313,0.879715502,0.457517534,0.000553504,0.002300785,0.000168443,0.000701028,0.1848443,0.968863845,0.005121841,0.673269928,1,2,0.4,0.2,1
5b50cef9ff,0.54851836,0.483015984,0.332982481,0.435261279,0.001614227,0.001338919,0.001268094,0.000934032,0.656592786,0.890202045,0.640582681,0.868288577,1,2,0.4,0.2,1
2c8228038f,0.444153219,0.518394411,0.324497253,0.41784361,0.371654093,0.224901348,0.376267016,0.178942502,0.493537068,0.448919266,0.765719235,0.794437528,1,2,0.4,0.2,1
53d84dca85,0.732581556,0.7733078,0.563752711,0.561729372,0.10036651,0.108356103,0.091407917,0.095403381,0.370447993,0.484388649,0.358317107,0.465662181,1,2,0.4,0.2,1
d26c26f76f,0.738155067,0.312977821,0.689226925,0.480404496,0.149662986,0.208279878,0.123601608,0.180544823,0.452198118,0.646032214,0.351049006,0.541790903,1,2,0.4,0.2,1
fc2ef8a314,0.383614689,0.492753029,0.315332711,0.453154266,0.152160496,0.038596347,0.110373981,0.029628163,0.6323722,0.696344793,0.84762454,0.881531119,1,2,0.4,0.2,1
20d3e3595e,0.192248106,0.141865343,0.159708068,0.115815789,0.079847679,0.079461254,0.075191155,0.073880658,0.745490253,0.730281115,0.718107462,0.693002105,1,2,0.4,0.2,1
27a365943a,0.712824225,0.251277179,0.611764491,0.273906678,0.123442657,0.194088787,0.103716001,0.110447071,0.455396533,0.671018183,0.327981472,0.616854131,1,2,0.4,0.2,1
5149b6281e,1.7326792478561401,1.8749290704727173,1.2720372676849365,1.3861479759216309,0.22222527861595154,0.004353913478553295,0.018544863909482956,0.02328762598335743,2.045820951461792,2.570760488510132,1.9598864316940308,2.4698233604431152,1,2,0.4,0.3,1.0
bff1bf7331,1.3534866571426392,1.734398603439331,1.046608805656433,1.362450122833252,0.00027390598552301526,7.792525866534561e-05,0.0001014971494441852,2.8871954782516696e-05,1.73958158493042,2.310847520828247,1.5469328165054321,2.0722968578338623,1,2,0.4,0.3,1.0
6a2402a66f,0.7916348576545715,1.6296522617340088,0.851203203201294,1.7338242530822754,0.004547337535768747,0.00014941194967832416,0.00020962148846592754,5.580732977250591e-05,1.9737211465835571,2.308621644973755,1.803501009941101,2.1176719665527344,1,2,0.4,0.3,1.0
e7c5b4e0d8,1.6774524450302124,1.7339425086975098,1.505165934562683,1.557484745979309,0.4106336832046509,0.24731718003749847,0.22149354219436646,0.11830191314220428,2.02779221534729,2.3658387660980225,1.989385962486267,2.3229806423187256,1,2,0.4,0.3,1.0
6e2649bf33,1.732264757156372,1.731124758720398,1.7331243753433228,1.7319841384887695,0.9518171548843384,0.9919338226318359,0.04013217240571976,0.20652367174625397,1.127397060394287,3.930907964706421,1.0297995805740356,3.690321683883667,1,2,0.4,0.3,1.0
fcb41482d2,1.599266767501831,1.7332500219345093,1.6267772912979126,1.762353777885437,0.9846466779708862,0.9964942336082458,0.02352779544889927,0.09648527204990387,0.9370172619819641,5.527975559234619,0.6746101975440979,4.5686140060424805,1,2,0.4,0.3,1.0
