Dataset,Epochs,Batch Size,D_Model,D_Type,Learning Rate,Train loss,Val Loss,Test Loss,Val RMSE,Test RMSE,Last Val RMSE,Last Test RMSE,LengthScale,Alpha,l,s,Softmax,Time2Vec,
sin_hawkes_2,10,1,128,32,0.001,3.6939501762390137,3.564429521560669,3.6581592559814453,16.227766036987305,13.881426811218262,9.062259674072266,9.255456924438477,0.22138091921806335,1,1.211199402809143,1,False,False,1
sin_hawkes_2,10,40,128,32,0.001,3.9968361854553223,3.8382959365844727,3.9333717823028564,16.91549301147461,14.587679862976074,9.517777442932129,9.715679168701172,0.7726538777351379,1,2.592843770980835,1,False,True,1
power_hawkes,10,1,128,32,0.001,2.975466012954712,2.9404563903808594,3.006471633911133,6.991202354431152,6.69472074508667,5.668968677520752,5.8946051597595215,0.22138091921806335,1,1.211199402809143,1,False,False,1
power_hawkes,10,40,128,32,0.001,3.0277607440948486,2.9786038398742676,3.0465359687805176,7.077123641967773,6.745246410369873,5.718023777008057,5.94354772567749,0.7726538777351379,1,2.592843770980835,1,False,True,1
sin_hawkes_2,10,1,128,32,0.001,3.7264108657836914,3.602116584777832,3.6938445568084717,16.237804412841797,13.8878755569458,9.071764945983887,9.269105911254883,0.22138091921806335,1,1.211199402809143,1,True,False,1
sin_hawkes_2,10,40,128,32,0.001,3.978607654571533,3.8221113681793213,3.9210422039031982,16.899194717407227,14.561992645263672,9.475787162780762,9.677666664123535,0.7726538777351379,1,2.592843770980835,1,True,True,1
power_hawkes,10,1,128,32,0.001,2.9726648330688477,2.9426913261413574,3.0086722373962402,6.998969554901123,6.691816806793213,5.658536434173584,5.889450550079346,0.22138091921806335,1,1.211199402809143,1,True,False,1
power_hawkes,10,40,128,32,0.001,3.0225107669830322,2.9734225273132324,3.0413427352905273,7.07669734954834,6.750882148742676,5.700404167175293,5.92494535446167,0.7726538777351379,1,2.592843770980835,1,True,True,1
sin_hawkes_2,10,1,128,32,0.001,3.733114242553711,3.6092143058776855,3.697445869445801,16.320816040039062,14.026711463928223,9.144991874694824,9.34739875793457,0.22138091921806335,1,1.211199402809143,1,False,False,1
sin_hawkes_2,10,1,128,32,0.001,79.63531494140625,74.90198516845703,77.67469787597656,15.228630065917969,12.876769065856934,8.654593467712402,8.813326835632324,0.22138091921806335,1,1.211199402809143,1,False,False,1
sin_hawkes_2,10,1,128,32,0.001,81.3593978881836,76.54671478271484,79.80247497558594,15.292099952697754,13.048835754394531,8.749099731445312,8.933222770690918,0.22138091921806335,1,1.211199402809143,1,False,False,1
power_hawkes,50,20,32,32,0.001,0.7516726851463318,1.757535696029663,1.7668812274932861,7.232341766357422,6.895519733428955,5.926010608673096,6.150269508361816,0.890344500541687,1,0.5959216952323914,1,False,False,1
power_hawkes,50,20,128,32,0.001,0.5835980772972107,1.570171594619751,1.5909208059310913,7.232341766357422,6.895519733428955,5.926010608673096,6.150269508361816,0.22138091921806335,1,1.211199402809143,1,False,False,1
power_hawkes,50,20,32,32,0.001,0.7374764084815979,1.7245891094207764,1.7333476543426514,7.232341766357422,6.895519733428955,5.926010608673096,6.150269508361816,0.890344500541687,1,0.5959216952323914,1,False,False,1
power_hawkes,50,20,32,32,0.001,0.7907442450523376,0.9580615758895874,0.8563764691352844,3.3253073692321777,4.592126846313477,5.564240455627441,5.595219135284424,0.890344500541687,1,0.5959216952323914,1,False,False,1
power_hawkes,50,20,64,32,0.001,0.55733323097229,0.8073068261146545,0.6852125525474548,3.3253073692321777,4.592126846313477,5.564240455627441,5.595219135284424,0.2889598309993744,1,0.2807292342185974,1,False,False,1
power_hawkes,50,20,128,32,0.001,0.5762882828712463,0.726591944694519,0.5835675001144409,3.3253073692321777,4.592126846313477,5.564240455627441,5.595219135284424,0.22138091921806335,1,1.211199402809143,1,False,False,1
power_hawkes,50,20,32,32,0.001,1.249765157699585,1.3765298128128052,1.3226114511489868,3.3253073692321777,4.592126846313477,5.564240455627441,5.595219135284424,0.22138091921806335,1,1.211199402809143,1,False,True,1
power_hawkes,50,20,64,32,0.001,1.2769339084625244,1.3401191234588623,1.2858531475067139,3.3253073692321777,4.592126846313477,5.564240455627441,5.595219135284424,1.2523623704910278,1,0.4833008944988251,1,False,True,1
power_hawkes,50,20,128,32,0.001,1.0852574110031128,1.2301992177963257,1.131009817123413,3.3253073692321777,4.592126846313477,5.564240455627441,5.595219135284424,0.7726538777351379,1,2.592843770980835,1,False,True,1
power_hawkes,50,20,32,32,0.001,0.7367808818817139,0.9053993225097656,0.8054587244987488,3.3253073692321777,4.592126846313477,5.564240455627441,5.595219135284424,0.890344500541687,1,0.5959216952323914,1,False,False,1
power_hawkes,50,20,64,32,0.001,0.47773295640945435,0.7274254560470581,0.6037861704826355,3.3253073692321777,4.592126846313477,5.564240455627441,5.595219135284424,0.2889598309993744,1,0.2807292342185974,1,False,False,1
power_hawkes,50,20,128,32,0.001,0.5482182502746582,0.7284996509552002,0.5739670991897583,3.3253073692321777,4.592126846313477,5.564240455627441,5.595219135284424,0.22138091921806335,1,1.211199402809143,1,False,False,1
power_hawkes,50,20,32,32,0.001,1.2569276094436646,1.381834626197815,1.3291984796524048,3.3253073692321777,4.592126846313477,5.564240455627441,5.595219135284424,0.22138091921806335,1,1.211199402809143,1,False,True,1
power_hawkes,50,20,128,32,0.001,1.1042108535766602,1.2476595640182495,1.1530733108520508,3.3253073692321777,4.592126846313477,5.564240455627441,5.595219135284424,0.7726538777351379,1,2.592843770980835,1,False,True,1
power_hawkes,50,32,128,32,0.001,0.466772198677063,0.037357915192842484,0.9028039574623108,4.51595401763916,3.5153284072875977,5.402067184448242,5.63906717300415,0.22138091921806335,1,1.211199402809143,1,False,False,1
power_hawkes,50,32,128,32,0.001,1.1150366067886353,0.5637233853340149,1.4647321701049805,4.51595401763916,3.5153284072875977,5.402067184448242,5.63906717300415,0.7726538777351379,1,2.592843770980835,1,False,True,1
power_hawkes,50,32,128,32,0.001,0.7987672686576843,0.42659035325050354,1.2946704626083374,4.51595401763916,3.5153284072875977,5.402067184448242,5.63906717300415,0.22138091921806335,1,1.211199402809143,1,True,False,1
power_hawkes,50,32,128,32,0.001,1.3655962944030762,0.972545325756073,1.610568642616272,4.51595401763916,3.5153284072875977,5.402067184448242,5.63906717300415,0.7726538777351379,1,2.592843770980835,1,True,True,1
power_hawkes,50,32,128,32,0.001,0.5053916573524475,0.06381410360336304,0.9544795751571655,4.51595401763916,3.5153284072875977,5.402067184448242,5.63906717300415,0.22138091921806335,1,1.211199402809143,1,False,False,1
power_hawkes,50,32,128,32,0.001,1.104801058769226,0.5529198050498962,1.457634449005127,4.51595401763916,3.5153284072875977,5.402067184448242,5.63906717300415,0.7726538777351379,1,2.592843770980835,1,False,True,1
power_hawkes,50,32,128,32,0.001,0.42028793692588806,0.09925113618373871,0.9803043007850647,4.51595401763916,3.5153284072875977,5.402067184448242,5.63906717300415,0.22138091921806335,1,1.211199402809143,1,True,False,1
power_hawkes,50,32,128,32,0.001,1.3289729356765747,0.8943950533866882,1.5952303409576416,4.51595401763916,3.5153284072875977,5.402067184448242,5.63906717300415,0.7726538777351379,1,2.592843770980835,1,True,True,1
sin_hawkes,50,32,128,32,0.001,1.1504918336868286,1.1681820154190063,1.1665678024291992,4.45297908782959,3.734077215194702,4.967551231384277,4.822463035583496,0.22138091921806335,1,1.211199402809143,1,False,False,1
sin_hawkes,50,32,128,32,0.001,1.660227656364441,1.725327730178833,1.7262349128723145,4.45297908782959,3.734077215194702,4.967551231384277,4.822463035583496,0.7726538777351379,1,2.592843770980835,1,False,True,1
sin_hawkes,50,32,128,32,0.001,1.052340030670166,1.1953372955322266,1.189016342163086,4.45297908782959,3.734077215194702,4.967551231384277,4.822463035583496,0.22138091921806335,1,1.211199402809143,1,True,False,1
sin_hawkes,50,32,128,32,0.001,1.8317275047302246,1.8905436992645264,1.8774113655090332,4.45297908782959,3.734077215194702,4.967551231384277,4.822463035583496,0.7726538777351379,1,2.592843770980835,1,True,True,1
sin_hawkes,50,32,128,32,0.001,0.9822807908058167,1.0073132514953613,1.0174081325531006,4.45297908782959,3.734077215194702,4.967551231384277,4.822463035583496,0.22138091921806335,1,1.211199402809143,1,False,False,1
sin_hawkes,50,32,128,32,0.001,1.6804192066192627,1.746334433555603,1.7464179992675781,4.45297908782959,3.734077215194702,4.967551231384277,4.822463035583496,0.7726538777351379,1,2.592843770980835,1,False,True,1
sin_hawkes,50,32,128,32,0.001,1.3825788497924805,1.4675525426864624,1.4674445390701294,4.45297908782959,3.734077215194702,4.967551231384277,4.822463035583496,0.22138091921806335,1,1.211199402809143,1,True,False,1
sin_hawkes,50,32,128,32,0.001,1.8232916593551636,1.8854836225509644,1.873489499092102,4.45297908782959,3.734077215194702,4.967551231384277,4.822463035583496,0.7726538777351379,1,2.592843770980835,1,True,True,1
sin_hawkes_2,50,32,128,32,0.001,0.3394993245601654,0.9685850739479065,0.4364832937717438,6.012214660644531,8.34703254699707,8.531846046447754,9.725510597229004,0.22138091921806335,1,1.211199402809143,1,False,False,1
sin_hawkes_2,50,32,128,32,0.001,0.451194167137146,1.0504753589630127,0.5196604132652283,6.012214660644531,8.34703254699707,8.531846046447754,9.725510597229004,0.7726538777351379,1,2.592843770980835,1,False,True,1
sin_hawkes_2,50,32,128,32,0.001,-0.07834187150001526,0.7640421390533447,0.3118395209312439,6.012214660644531,8.34703254699707,8.531846046447754,9.725510597229004,0.22138091921806335,1,1.211199402809143,1,True,False,1
sin_hawkes_2,50,32,128,32,0.001,0.8055520057678223,1.2528103590011597,0.8483144640922546,6.012214660644531,8.34703254699707,8.531846046447754,9.725510597229004,0.7726538777351379,1,2.592843770980835,1,True,True,1
sin_hawkes_2,50,32,128,32,0.001,0.14580731093883514,0.8716094493865967,0.3555576801300049,6.012214660644531,8.34703254699707,8.531846046447754,9.725510597229004,0.22138091921806335,1,1.211199402809143,1,False,False,1
sin_hawkes_2,50,32,128,32,0.001,0.6579328179359436,1.1715220212936401,0.7087748646736145,6.012214660644531,8.34703254699707,8.531846046447754,9.725510597229004,0.7726538777351379,1,2.592843770980835,1,False,True,1
sin_hawkes_2,50,32,128,32,0.001,0.22545048594474792,1.0061664581298828,0.5648068785667419,6.012214660644531,8.34703254699707,8.531846046447754,9.725510597229004,0.22138091921806335,1,1.211199402809143,1,True,False,1
sin_hawkes_2,50,32,128,32,0.001,0.8951518535614014,1.297864556312561,0.9340221285820007,6.012214660644531,8.34703254699707,8.531846046447754,9.725510597229004,0.7726538777351379,1,2.592843770980835,1,True,True,1
sin_hawkes_2,50,32,128,32,0.001,0.24372747540473938,0.9327291250228882,0.4317757487297058,6.012214660644531,8.34703254699707,8.531846046447754,9.725510597229004,0.22138091921806335,1,1.211199402809143,1,False,False,1
sin_hawkes_2,50,32,128,32,0.001,0.687949538230896,1.1895214319229126,0.7351835370063782,6.012214660644531,8.34703254699707,8.531846046447754,9.725510597229004,0.7726538777351379,1,2.592843770980835,1,False,True,1
sin_hawkes_2,50,32,128,32,0.001,0.22186480462551117,1.018620252609253,0.5512943267822266,6.012214660644531,8.34703254699707,8.531846046447754,9.725510597229004,0.22138091921806335,1,1.211199402809143,1,True,False,1
sin_hawkes_2,50,32,128,32,0.001,0.900165855884552,1.3025639057159424,0.9350906014442444,6.012214660644531,8.34703254699707,8.531846046447754,9.725510597229004,0.7726538777351379,1,2.592843770980835,1,True,True,1
sin_hawkes,50,32,128,32,0.001,0.9998481273651123,1.0238436460494995,1.0332590341567993,4.45297908782959,3.734077215194702,4.967551231384277,4.822463035583496,0.18972347676753998,1,0.5280525088310242,0.19524864852428436,False,False,1
power_hawkes,50,32,128,32,0.001,0.4767015874385834,0.044355712831020355,0.9122966527938843,4.51595401763916,3.5153284072875977,5.402067184448242,5.63906717300415,0.18885739147663116,1,0.5035554766654968,0.19691656529903412,False,False,1
sin_hawkes,50,32,128,32,0.001,1.658807396888733,1.7228589057922363,1.7243419885635376,4.45297908782959,3.734077215194702,4.967551231384277,4.822463035583496,0.14289973676204681,1,0.6616941690444946,2.483680486679077,False,True,1
power_hawkes,50,32,128,32,0.001,1.1046851873397827,0.5510941743850708,1.4564406871795654,4.51595401763916,3.5153284072875977,5.402067184448242,5.63906717300415,0.14128202199935913,1,0.6866632699966431,2.4007208347320557,False,True,1
sin_hawkes,50,32,128,32,0.001,0.3861495852470398,0.427908718585968,0.471234530210495,4.45297908782959,3.734077215194702,4.967551231384277,4.822463035583496,1.3816725015640259,1,0.18575537204742432,1.3111833333969116,True,False,1
power_hawkes,50,32,128,32,0.001,-0.013344771228730679,-0.40292927622795105,0.5714757442474365,4.51595401763916,3.5153284072875977,5.402067184448242,5.63906717300415,1.0863111019134521,1,0.19321593642234802,1.442039132118225,True,False,1
sin_hawkes,50,32,128,32,0.001,1.8245370388031006,1.887398600578308,1.874824047088623,4.45297908782959,3.734077215194702,4.967551231384277,4.822463035583496,0.0986633226275444,1,3.6033453941345215,0.652433454990387,True,True,1
power_hawkes,50,32,128,32,0.001,1.3647931814193726,0.9704734086990356,1.6100174188613892,4.51595401763916,3.5153284072875977,5.402067184448242,5.63906717300415,0.09543751180171967,1,3.2713048458099365,0.6886674761772156,True,True,1
sin_hawkes,250,32,32,32,0.0001,1.3469414710998535,1.3324308395385742,1.3273422718048096,4.45297908782959,3.734077215194702,4.967551231384277,4.822463035583496,1.0292035341262817,1,1.1881730556488037,1.1251177787780762,False,False,1
power_hawkes,250,32,32,32,0.0001,0.8921864032745361,0.5538375973701477,1.1823501586914062,4.51595401763916,3.5153284072875977,5.402067184448242,5.63906717300415,0.9326758980751038,1,0.7918492555618286,1.3082491159439087,False,False,1
sin_hawkes,250,32,32,32,0.0001,1.834609031677246,1.8767619132995605,1.860437273979187,4.45297908782959,3.734077215194702,4.967551231384277,4.822463035583496,0.14082615077495575,1,0.4978386163711548,0.64082932472229,False,True,1
power_hawkes,250,32,32,32,0.0001,1.3140195608139038,1.0068613290786743,1.6021571159362793,4.51595401763916,3.5153284072875977,5.402067184448242,5.63906717300415,0.14663754403591156,1,0.4839625358581543,0.6210030317306519,False,True,1
